sRNA	Index	Target	Energy	P-value	Probability	sRNA start	sRNA stop	Target start	Target stop	Annotation	Interaction
sRNA7	24261	Gene1488	-7.52	0.3768908912266721	0.3024338231367873	31	39	59	102	Fe-S cluster assembly protein SufD	((&))
sRNA26	24262	Gene572	-6.34	0.2825642574627953	0.0924762484647363	27	56	-80	-26	class 1b ribonucleoside-diphosphate reductase subunit alpha	((&))
sRNA116	24263	Gene263	-6.38	0.8106903916449908	0.0537526098123499	19	40	-191	-159	competence protein CoiA family protein	((&))
sRNA276	24264	Gene1628	-6.64	0.4362812440869037	0.0638790105266332	37	75	-3	44	IreB family regulatory phosphoprotein	((&))
sRNA190	24265	Gene1130	-10.65	0.2812016376972811	0.0899294239408689	8	35	-128	-74	choline dehydrogenase	((&))
sRNA206	24266	Gene741	-9.12	0.8266333085672364	0.0513113088302047	6	31	71	120	HAD family hydrolase	((&))
sRNA55	24267	Gene900	-7.21	0.300997677986583	0.086884669860069	38	50	54	82	YwpF-like family protein	((&))
sRNA201	24268	Gene1982	-7.79	0.3940166460558419	0.0720158027152766	19	41	-117	-72	Na+/H+ antiporter Mnh2 subunit A	((&))
sRNA140	24269	Gene2204	-6.23	0.202715957574775	0.0922369265518626	4	20	26	49	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	((&))
sRNA111	24270	Gene1819	-7.65	0.1786898660156575	0.1478197680727344	26	46	-43	-17	MarR family winged helix-turn-helix transcriptional regulator	((&))
sRNA193	24271	Gene1743	-6.72	0.8645143454700343	0.056752818236961	26	57	-77	-29	penicillin-binding protein	((&))
sRNA9	24272	Gene1629	-13.48	0.3909570366798192	0.0647009984279017	1	35	-51	-30	phosphoglucosamine mutase	(((&)))
sRNA257	24273	Gene1841	-6.63	0.0811420615948478	0.5110173560712106	27	40	-169	-142	Xaa-Pro peptidase family protein	((&))
sRNA9	24274	Gene2082	-8.15	0.7828466794002225	0.0761991299101834	38	67	41	95	hypothiocyanous acid reductase MerA	((&))
sRNA72	24275	Gene2319	-7.02	0.2790792865233067	0.1320322438711392	39	54	52	81	5-oxoprolinase subunit PxpA	((&))
sRNA92	24276	Gene2681	-11.24	0.4088366707861497	0.0738386807349154	17	39	-87	-67	spore coat protein	((&))
sRNA112	24277	Gene1963	-9.95	0.3127123999695869	0.0910699642596452	16	38	16	55	YggT family protein	((&))
sRNA237	24278	Gene2694	-10.02	0.5140018002133744	0.060552568326732	29	57	-145	-93	host-nuclease inhibitor Gam family protein	((&))
sRNA317	24279	Gene2462	-8.7	0.2813281122645988	0.087735982850286	22	37	-82	-26	extracellular matrix protein-binding adhesin Emp	((&))
sRNA7	24280	Gene2446	-7.55	0.1625577145085253	0.3995787428305031	26	54	-114	-75	phage portal protein	((&))
sRNA257	24281	Gene938	-6.23	0.2900897934538271	0.3553096578757769	33	59	-176	-118	DUF420 domain-containing protein	((&))
sRNA231	24282	Gene1838	-7.96	0.6056782940114825	0.0617165373989916	5	26	-74	-46	recombinase RecA	((&))
sRNA3	24283	Gene1592	-7.62	0.0748426474913288	0.1715517036496193	2	22	-2	33	YwhD family protein	((&))
sRNA43	24284	Gene2175	-9.4	0.6608867487019399	0.0631291428282241	37	54	60	85	exonuclease subunit SbcC	((&))
sRNA187	24285	Gene1290	-16.33	0.3341076361043567	0.0798219920837174	1	26	44	78	L-lactate dehydrogenase (quinone)	((((&))))
sRNA173	24286	Gene1421	-8.68	0.4595058360604391	0.0780269917557691	7	37	52	105	nickel ABC transporter permease	((&))
sRNA45	24287	Gene1322	-9.21	0.6191664873058471	0.2311126563864309	38	61	44	78	HTH-type transcriptional regulator SarU	((&))
sRNA45	24288	Gene1287	-7.56	0.2688139725586247	0.3764069789516298	3	28	-184	-141	ATP-dependent DNA helicase DinG	((&))
sRNA118	24289	Gene2211	-11.49	0.5367928827083733	0.0674212683677301	15	33	18	66	molecular chaperone DnaK	((&))
sRNA57	24290	Gene339	-8.63	0.3007081452321374	0.0781075527464597	39	67	-199	-170	2-hydroxyacid dehydrogenase family protein	((&))
sRNA235	24291	Gene1626	-6.34	0.3200338067048274	0.0751946912289757	34	65	-27	26	4,4'-diapophytoene synthase CrtM	((&))
sRNA202	24292	Gene1681	-9.67	0.0630483120288243	0.1058238504482123	23	50	-116	-70	helicase-exonuclease AddAB subunit AddA	((&))
sRNA30	24293	Gene367	-7.37	0.4627897914440536	0.0734328614451622	19	52	-37	13	sodium:proton antiporter	((&))
sRNA143	24294	Gene353	-6.48	0.4078205708254254	0.0772141800225829	4	41	-48	-9	glutamine--fructose-6-phosphate transaminase (isomerizing)	((&))
sRNA193	24295	Gene110	-6.7	0.6583837768616596	0.0687277904331646	31	40	-50	-5	branched-chain amino acid aminotransferase	((&))
sRNA37	24296	Gene1222	-10.01	0.0129317808589664	0.153110991306782	26	37	-190	-167	DnaD domain-containing protein	((&))
sRNA31	24297	Gene1949	-7.19	0.8236451633584516	0.0684568156690661	5	37	41	67	competence type IV pilus assembly protein ComGB	((&))
sRNA151	24298	Gene1398	-13.59	0.4686778825326154	0.1083355150628086	24	34	-108	-71	YutD family protein	(((&)))
sRNA289	24299	Gene2360	-8.0	0.1373303729671849	0.1028792632691123	18	45	-117	-94	phosphoribosylformylglycinamidine cyclo-ligase	((&))
sRNA110	24300	Gene2713	-18.02	0.2060219823602664	0.0854203959226124	24	61	-32	18	phage head-tail adapter protein	((((&))))
sRNA162	24301	Gene1291	-8.28	0.6481100928839145	0.0708581435481823	18	30	61	106	antibiotic biosynthesis monooxygenase	((&))
sRNA80	24302	Gene768	-12.14	0.0178600073450181	0.133829248321425	38	67	-65	-36	Nramp family divalent metal transporter	(((&)))
sRNA252	24303	Gene1023	-6.5	0.2461062055796661	0.080719956639122	5	17	-66	-10	Mn(2+)-dependent dipeptidase Sapep	((&))
sRNA104	24304	Gene2262	-8.4	0.3136485729084763	0.2290072751107593	13	43	34	80	serine protease SplF	((&))
sRNA229	24305	Gene1124	-8.38	0.6651692678246969	0.0669290113767964	38	69	22	62	nucleoside hydrolase	((&))
sRNA14	24306	Gene1303	-7.72	0.346916731698677	0.0757933848236519	36	59	-198	-141	N-acetylglucosamine-6-phosphate deacetylase	((&))
sRNA122	24307	Gene1806	-14.89	0.0810129919284452	0.1122702060263367	19	47	62	110	two-component system activity regulator YycH	(((&)))
sRNA275	24308	Gene1570	-6.68	0.3145772896745152	0.3380545937757453	4	28	42	70	UMP kinase	((&))
sRNA134	24309	Gene1910	-10.77	0.0003779325384807	0.2142573253871342	37	46	36	75	aspartate 1-decarboxylase	((&))
sRNA244	24310	Gene844	-8.47	0.1057069295043946	0.154564156326483	7	29	-137	-107	metal ABC transporter ATP-binding protein	((&))
sRNA241	24311	Gene2249	-7.41	0.1903433316773215	0.097948722704005	9	33	-198	-154	homoserine kinase	((&))
sRNA131	24312	Gene2363	-5.87	0.6567821724645988	0.1192900051002501	11	27	-115	-63	TIGR00730 family Rossman fold protein	((&))
sRNA109	24313	Gene1367	-10.46	0.2702840520501057	0.0913333371863968	19	53	-31	-7	class I SAM-dependent methyltransferase	((&))
sRNA43	24314	Gene1980	-7.05	0.4511315631260605	0.0745439196227866	39	73	-16	28	iron-sulfur cluster assembly accessory protein	((&))
sRNA292	24315	Gene2176	-6.96	0.0707397069799244	0.0980330426912891	6	14	21	66	AraC family transcriptional regulator Rsp	((&))
sRNA53	24316	Gene2492	-6.1	0.854461085308218	0.0532907934430806	25	58	36	63	4-hydroxy-tetrahydrodipicolinate reductase	((&))
sRNA108	24317	Gene1884	-9.57	0.7790064620039119	0.0631291428282241	28	53	-93	-43	haptoglobin-binding heme uptake protein HarA	((&))
sRNA80	24318	Gene2040	-15.36	0.8343041041370809	0.056744607470245	24	45	-126	-70	F0F1 ATP synthase subunit epsilon	(((&)))
sRNA212	24319	Gene2756	-7.21	0.5168890146181336	0.0729819856915101	35	66	23	55	PLP-dependent aminotransferase family protein	((&))
sRNA68	24320	Gene1446	-6.58	0.8172732686110067	0.0570559315222311	27	40	-159	-130	YfcC family protein	((&))
sRNA7	24321	Gene47	-6.7	0.928618931503346	0.0544195195612535	9	23	-165	-106	peptidoglycan editing factor PgeF	((&))
sRNA140	24322	Gene2208	-11.48	0.4662651362243348	0.0731060026537598	21	32	-197	-144	TIGR01457 family HAD-type hydrolase	((&))
sRNA9	24323	Gene984	-9.95	0.6527431525913376	0.0610630709461939	1	11	-28	2	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	((&))
sRNA73	24324	Gene1544	-8.29	0.7500337102425534	0.055215904001917	38	66	-91	-54	amidohydrolase	((&))
sRNA209	24325	Gene1918	-11.01	0.3971308633235549	0.0849740788801167	21	29	65	104	preprotein translocase subunit SecE	((&))
sRNA118	24326	Gene1499	-14.86	0.6430637361320078	0.0623914727629459	38	66	46	84	Na+/H+ antiporter NhaC family protein	(((&)))
sRNA231	24327	Gene2821	-16.8	0.2631592476156867	0.0814020892537198	5	18	61	87	ATP-dependent Clp protease ATP-binding subunit ClpL	((((&))))
sRNA285	24328	Gene656	-9.21	0.2774015710059613	0.0817732435766631	35	49	40	64	NAD/NADP-dependent octopine/nopaline dehydrogenase family protein	((&))
sRNA96	24329	Gene1672	-7.48	0.2361372220663542	0.3847143547981087	13	29	51	91	tRNA 2-thiouridine(34) synthase MnmA	((&))
sRNA218	24330	Gene1582	-10.04	0.4388056106661138	0.0848899710127337	6	32	-63	-21	S1C family serine protease	((&))
sRNA13	24331	Gene2357	-9.28	0.2426312989940848	0.0861159415331974	13	29	64	106	acyl CoA:acetate/3-ketoacid CoA transferase	((&))
sRNA96	24332	Gene1285	-8.54	0.5320991561422135	0.2551750292370979	30	67	-67	-26	teichoic acid ribitol-phosphate polymerase TarK	((&))
sRNA164	24333	Gene1135	-7.94	0.8733765547062384	0.0599196173487448	7	25	52	91	lipoteichoic acid-specific glycosyltransferase YfhO	((&))
sRNA117	24334	Gene1788	-8.97	0.6741755529962937	0.0646414618929435	23	41	-91	-54	dipeptide ABC transporter ATP-binding protein	((&))
sRNA92	24335	Gene2437	-8.77	0.8251533303555396	0.0536869276009832	14	43	51	83	F0F1 ATP synthase subunit delta	((&))
sRNA43	24336	Gene166	-8.95	0.0969184325080882	0.1088149166078215	16	41	-157	-102	AbrB family transcriptional regulator	((&))
sRNA122	24337	Gene2428	-7.52	0.2338083404456501	0.0933735350852986	6	22	-53	-33	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	((&))
sRNA43	24338	Gene2347	-8.0	0.2711385273917575	0.0869748578059633	2	41	54	87	energy-coupling factor transporter transmembrane protein EcfT	((&))
sRNA9	24339	Gene1596	-7.75	0.8784071733711446	0.062060918782537	9	29	-108	-71	50S ribosomal protein L1	((&))
sRNA76	24340	Gene136	-7.04	0.6898174530789585	0.0722962984619655	36	71	-119	-73	LPXTG-anchored aggregation protein SasC	((&))
sRNA83	24341	Gene656	-10.46	0.2311085932727719	0.0817732435766631	13	48	-46	-8	NAD/NADP-dependent octopine/nopaline dehydrogenase family protein	((&))
sRNA243	24342	Gene2614	-6.37	0.1447719802730978	0.1277230407321981	5	29	16	47	DUF771 domain-containing protein	((&))
sRNA286	24343	Gene2511	-7.78	0.2458989141822969	0.0786735201549073	5	15	-102	-52	prephenate dehydratase	((&))
sRNA250	24344	Gene470	-10.74	0.3215790948323305	0.0900293552417521	19	39	56	103	heme A synthase	((&))
sRNA51	24345	Gene398	-8.51	0.5442865436234926	0.0922446394289209	7	19	-115	-90	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	((&))
sRNA44	24346	Gene348	-7.77	0.4356311494252787	0.0693900791088065	7	30	-120	-85	PhoH family protein	((&))
sRNA79	24347	Gene1826	-7.06	0.8286721682525827	0.0588538783983422	22	40	-50	8	DUF1146 family protein	((&))
sRNA62	24348	Gene499	-9.55	0.7247184889367987	0.0593391992811461	23	38	-133	-88	histidine ammonia-lyase	((&))
sRNA148	24349	Gene2436	-10.97	0.4907628992435636	0.0683112856008743	10	22	-170	-150	phage tail domain-containing protein	((&))
sRNA150	24350	Gene1478	-15.77	0.3792587035615582	0.0856642615137588	12	26	-114	-76	SLC13 family permease	(((&)))
sRNA230	24351	Gene2208	-6.18	0.7196472891544592	0.0723113976761215	2	41	-56	1	TIGR01457 family HAD-type hydrolase	((&))
sRNA43	24352	Gene323	-11.84	0.6802377679237382	0.0621106528858308	34	46	47	102	tRNA1(Val) (adenine(37)-N6)-methyltransferase	((&))
sRNA190	24353	Gene1493	-8.42	0.3357884311941971	0.0856969036944478	37	69	-91	-48	UDP-N-acetylmuramate dehydrogenase	((&))
sRNA210	24354	Gene2327	-7.21	0.7050597854033221	0.0581666778535662	10	44	7	40	ribonuclease HI family protein	((&))
sRNA114	24355	Gene1470	-10.48	0.7181464315304125	0.0675580974802409	29	56	2	48	type 2 isopentenyl-diphosphate Delta-isomerase	((&))
sRNA275	24356	Gene2719	-5.37	0.0286312263734853	0.6161500348052165	25	36	-33	10	PBECR4 domain-containing protein	((&))
sRNA186	24357	Gene540	-7.28	0.549229620855099	0.0609310432222392	4	25	-13	29	diacylglycerol kinase	((&))
sRNA215	24358	Gene2555	-7.89	0.5185674152345658	0.0663482700343833	6	30	19	39	replication initiation factor domain-containing protein	((&))
sRNA239	24359	Gene2629	-9.92	0.2152417224496972	0.0942491695161749	39	56	52	106	translation initiation factor IF-1	((&))
sRNA233	24360	Gene1116	-9.38	0.7189421667115536	0.0646380742085135	20	45	24	65	2-oxoglutarate dehydrogenase E1 component	((&))
sRNA28	24361	Gene234	-7.22	0.1217295153036164	0.4469398548404989	23	33	-185	-128	CCA tRNA nucleotidyltransferase	((&))
sRNA136	24362	Gene2089	-7.03	0.5295790809783001	0.0659809651937193	3	17	68	116	UDPGP type 1 family protein	((&))
sRNA50	24363	Gene1446	-9.88	0.7361141657478217	0.0659180926753121	26	46	-100	-60	YfcC family protein	((&))
sRNA154	24364	Gene987	-6.76	0.6508169545312495	0.0553941697153686	29	60	-176	-137	M17 family metallopeptidase	((&))
sRNA72	24365	Gene2599	-9.51	0.3222312607257145	0.1256254241302117	35	58	-10	18	superantigen-like protein SSL5	((&))
sRNA78	24366	Gene528	-9.45	0.2210967753648813	0.0919370928114612	17	46	-77	-40	DEAD/DEAH box helicase	((&))
sRNA223	24367	Gene1562	-10.87	0.2687622926606035	0.2617880430444922	29	45	-142	-115	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	((&))
sRNA224	24368	Gene2022	-8.6	0.8963525520600328	0.0550978435340042	30	51	-46	-19	thiolase family protein	((&))
sRNA43	24369	Gene1200	-6.36	0.4308477866891016	0.0757563533470072	8	39	-61	-3	dihydrolipoyl dehydrogenase	((&))
sRNA47	24370	Gene532	-6.45	0.7045591348641567	0.1125765460426989	29	64	-7	40	protoporphyrinogen oxidase	((&))
sRNA264	24371	Gene1045	-7.75	0.3420672186070024	0.0684358059169545	30	42	-133	-90	heptaprenyl diphosphate synthase component 1	((&))
sRNA96	24372	Gene194	-5.38	0.8727783299576106	0.1089397321214585	37	62	-185	-145	dihydrofolate reductase	((&))
sRNA78	24373	Gene2626	-7.94	0.145994776526847	0.100509142063279	39	72	-185	-165	DUF2951 domain-containing protein	((&))
sRNA9	24374	Gene1160	-7.59	0.5702071620740377	0.1379627258070251	39	75	-162	-124	phosphotransferase family protein	((&))
sRNA236	24375	Gene2347	-7.13	0.366922770575295	0.0826591371544366	19	42	-62	-37	energy-coupling factor transporter transmembrane protein EcfT	((&))
sRNA102	24376	Gene606	-9.56	0.0977494666473326	0.0991185815768345	7	41	-97	-44	DUF423 domain-containing protein	((&))
sRNA278	24377	Gene2139	-6.52	0.4220831320503359	0.15697210930392	32	47	16	41	ribulose-phosphate 3-epimerase	((&))
sRNA26	24378	Gene1879	-10.26	0.8089968777220022	0.0621971054049808	15	42	-7	40	ATP-dependent helicase	((&))
sRNA173	24379	Gene1182	-7.98	0.8436524334868027	0.0565672062508121	11	36	59	93	type 1 glutamine amidotransferase	((&))
sRNA207	24380	Gene1182	-10.44	0.7697656218119568	0.0573320036704626	11	27	-153	-111	type 1 glutamine amidotransferase	((&))
sRNA172	24381	Gene1533	-5.74	0.7734503027317423	0.0567022983496242	26	44	-197	-149	stage 0 sporulation family protein	((&))
sRNA118	24382	Gene2000	-9.22	0.6099131363039725	0.0639455891026924	34	49	-24	5	PTS glucose transporter subunit IIA	((&))
sRNA227	24383	Gene2009	-11.54	0.2419102710034228	0.3917531959158937	24	45	-101	-57	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	((&))
sRNA85	24384	Gene589	-13.2	0.347005130031879	0.0760991152452367	34	66	36	75	glutamate-1-semialdehyde 2,1-aminomutase	(((&)))
sRNA103	24385	Gene1641	-11.51	0.1472205638343063	0.2179482611878703	17	50	34	60	GNAT family protein	((&))
sRNA85	24386	Gene983	-9.25	0.5056376818326022	0.0673182594545742	3	18	-33	14	staphyloferrin A synthetase SfaB	((&))
sRNA291	24387	Gene1094	-10.21	0.1512715348071873	0.0876626940748529	34	42	-54	-31	alpha/beta hydrolase	((&))
sRNA198	24388	Gene848	-8.38	0.1736537242611597	0.0990278054768328	8	40	-95	-61	Crp/Fnr family transcriptional regulator	((&))
sRNA144	24389	Gene2196	-12.29	0.2041813103839027	0.5838571219942675	27	63	-161	-130	inorganic phosphate transporter	(((&)))
sRNA50	24390	Gene945	-7.34	0.4346729878375299	0.0827301430765023	32	52	-143	-89	linear amide C-N hydrolase	((&))
sRNA151	24391	Gene2662	-10.43	0.2841305157240859	0.1327037448353487	30	44	-33	19	persulfide dioxygenase-sulfurtransferase CstB	((&))
sRNA42	24392	Gene1868	-6.67	0.0152055445859425	0.134165261949672	24	35	-199	-155	Hsp33 family molecular chaperone HslO	((&))
sRNA189	24393	Gene1802	-5.4	0.9461045361756332	0.0515426364510097	3	17	-115	-88	protein-ADP-ribose hydrolase	((&))
sRNA171	24394	Gene2602	-6.62	0.2533253051249511	0.0844365845957831	26	47	59	88	DUF4242 domain-containing protein	((&))
sRNA72	24395	Gene2128	-9.88	0.7660976632807595	0.0778317901212228	21	36	-179	-136	CYTH domain-containing protein	((&))
sRNA143	24396	Gene1866	-6.01	0.8151909629822409	0.053517138876308	20	54	-154	-133	bacillithiol biosynthesis cysteine-adding enzyme BshC	((&))
sRNA66	24397	Gene542	-7.91	0.1887962742305524	0.1389782853541175	21	32	-62	-29	peroxide-responsive transcriptional repressor PerR	((&))
sRNA203	24398	Gene2560	-7.59	0.5222630155178698	0.0629235572382035	9	48	74	105	DUF5080 family protein	((&))
sRNA1	24399	Gene1886	-8.16	0.6849852066694362	0.0523185420824919	37	51	-140	-119	YerC/YecD family TrpR-related protein	((&))
sRNA84	24400	Gene1242	-8.33	0.2943128168734171	0.1794569488248528	24	34	26	51	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	((&))
sRNA136	24401	Gene256	-9.47	0.2798926763335749	0.0808649088707537	11	22	-53	-33	type 8 capsular polysaccharide synthesis protein Cap8K	((&))
sRNA8	24402	Gene296	-8.55	0.3233221240813907	0.0716661731805506	37	60	-134	-102	ATP phosphoribosyltransferase regulatory subunit	((&))
sRNA136	24403	Gene906	-8.22	0.0724555046320839	0.1062742506412538	20	54	65	88	RNA polymerase sigma factor	((&))
sRNA30	24404	Gene901	-8.43	0.0651619007220393	0.1154889472592989	27	43	19	41	MTH1187 family thiamine-binding protein	((&))
sRNA218	24405	Gene1051	-10.02	0.6707143480053638	0.070848278391347	17	29	-6	30	aldehyde dehydrogenase family protein	((&))
sRNA50	24406	Gene496	-7.37	0.6313558666967833	0.0681145631176843	17	43	-27	0	FtsK/SpoIIIE domain-containing protein	((&))
sRNA32	24407	Gene2495	-7.81	0.4135091864030933	0.0993733759762005	30	66	-58	-5	accessory Sec system protein Asp3	((&))
sRNA15	24408	Gene2365	-11.89	0.1186467308711403	0.0974122674413816	13	29	-189	-131	ComF family protein	((&))
sRNA129	24409	Gene1752	-6.13	0.4325788200968674	0.0707201634534457	4	35	-123	-72	gluconate:H+ symporter	((&))
sRNA157	24410	Gene1390	-9.69	0.7049641842425984	0.0839138474513256	1	21	48	83	ABC transporter ATP-binding protein/permease	((&))
sRNA15	24411	Gene1741	-8.98	0.0860665686380945	0.1031946892040655	15	47	-31	4	1-acyl-sn-glycerol-3-phosphate acyltransferase	((&))
sRNA181	24412	Gene683	-8.1	0.2881549348662905	0.2231876006447555	27	60	-184	-162	LLM class flavin-dependent oxidoreductase	((&))
sRNA181	24413	Gene2454	-9.21	0.6222456512170861	0.1415980057757514	36	59	69	109	queuosine precursor transporter	((&))
sRNA187	24414	Gene1450	-6.83	0.5965063481706869	0.0663930377286621	23	36	64	104	30S ribosomal protein S15	((&))
sRNA21	24415	Gene6	-6.52	0.227963001175109	0.0891681464307947	5	33	-192	-157	M23 family metallopeptidase	((&))
sRNA240	24416	Gene479	-6.9	0.6903315624869433	0.0633514870076656	30	50	4	32	30S ribosomal protein S1	((&))
sRNA63	24417	Gene1277	-5.86	0.7217030838731987	0.0568285385262674	23	52	52	105	DUF3147 family protein	((&))
sRNA169	24418	Gene2018	-7.03	0.8151792769378146	0.0577430760203852	11	49	-144	-111	nitrate respiration regulation accessory nitrate sensor NreA	((&))
sRNA105	24419	Gene726	-7.59	0.2164487010073577	0.0877609372124894	38	47	-188	-153	molecular chaperone DnaJ	((&))
sRNA3	24420	Gene2855	-8.95	0.5743312324617397	0.0726025342891086	6	16	-96	-66	type I restriction endonuclease subunit R	((&))
sRNA172	24421	Gene2307	-8.02	0.656169450221092	0.0631291428282241	38	77	-147	-105	type 8 capsular polysaccharide synthesis protein Cap8J	((&))
sRNA9	24422	Gene1407	-6.17	0.7255655122505437	0.1820982511452052	22	45	-167	-121	ribosome maturation factor RimM	((&))
sRNA43	24423	Gene1878	-7.15	0.8046979922741339	0.0552481923630503	19	27	-199	-149	urease subunit alpha	((&))
