sRNA_ID	mRNA_ID	Prediction_Probability
sRNA5	Gene584	0.51712
sRNA123	Gene2316	0.47601
sRNA190	Gene82	0.54828
sRNA9	Gene1050	0.52956
sRNA191	Gene1381	0.53322
sRNA241	Gene789	0.53597
sRNA102	Gene759	0.51775
sRNA137	Gene1293	0.45205
sRNA13	Gene976	0.47099
sRNA64	Gene381	0.56597
sRNA5	Gene1026	0.52814
sRNA180	Gene602	0.51331
sRNA54	Gene169	0.49211
sRNA44	Gene1399	0.51267
sRNA57	Gene2526	0.44854
sRNA276	Gene1208	0.50195
sRNA22	Gene1529	0.46583
sRNA28	Gene1001	0.49674
sRNA114	Gene1946	0.58772
sRNA218	Gene2020	0.55725
sRNA235	Gene1388	0.50768
sRNA154	Gene934	0.566
sRNA113	Gene2677	0.48809
sRNA85	Gene664	0.47843
sRNA9	Gene2001	0.55775
sRNA189	Gene1020	0.51252
sRNA168	Gene2467	0.52296
sRNA269	Gene1190	0.47187
sRNA260	Gene22	0.50871
sRNA194	Gene1805	0.51747
sRNA186	Gene430	0.55763
sRNA218	Gene2793	0.56701
sRNA240	Gene2463	0.58244
sRNA148	Gene2490	0.51528
sRNA39	Gene343	0.49854
sRNA175	Gene2649	0.50008
sRNA12	Gene1843	0.55005
sRNA170	Gene2307	0.48471
sRNA248	Gene597	0.46082
sRNA57	Gene248	0.47171
sRNA24	Gene646	0.47575
sRNA173	Gene61	0.50475
sRNA83	Gene2434	0.54213
sRNA85	Gene855	0.49855
sRNA233	Gene1827	0.59089
sRNA254	Gene1249	0.45142
sRNA234	Gene1167	0.51073
sRNA168	Gene1186	0.49987
sRNA34	Gene2316	0.50133
sRNA205	Gene11	0.44715
sRNA274	Gene1017	0.47335
sRNA186	Gene558	0.54193
sRNA231	Gene2482	0.56977
sRNA85	Gene1207	0.49389
sRNA105	Gene2645	0.47971
sRNA78	Gene2150	0.51813
sRNA219	Gene2638	0.48129
sRNA22	Gene2712	0.49904
sRNA134	Gene1806	0.56556
sRNA288	Gene1806	0.50971
sRNA86	Gene1050	0.58926
sRNA134	Gene1392	0.57907
sRNA262	Gene2775	0.5386
sRNA36	Gene969	0.55163
sRNA68	Gene71	0.50208
sRNA50	Gene691	0.51374
sRNA25	Gene519	0.55196
sRNA169	Gene2335	0.50025
sRNA250	Gene2740	0.49214
sRNA237	Gene1392	0.49375
sRNA120	Gene651	0.51698
sRNA50	Gene1005	0.48641
sRNA186	Gene615	0.55747
sRNA4	Gene2234	0.46462
sRNA64	Gene1736	0.5952
sRNA52	Gene1935	0.57834
sRNA266	Gene2008	0.46855
sRNA67	Gene1140	0.478
sRNA23	Gene983	0.47432
sRNA192	Gene2746	0.49496
sRNA150	Gene2847	0.54563
sRNA128	Gene1511	0.49479
sRNA108	Gene1919	0.56368
sRNA14	Gene1699	0.54189
sRNA76	Gene1183	0.57163
sRNA247	Gene147	0.4591
sRNA50	Gene1523	0.45963
sRNA78	Gene2209	0.57465
sRNA57	Gene300	0.50689
sRNA48	Gene499	0.58054
sRNA213	Gene1167	0.54267
sRNA219	Gene1240	0.46289
sRNA201	Gene1743	0.49936
sRNA241	Gene277	0.56521
sRNA162	Gene1534	0.54482
sRNA260	Gene457	0.49315
sRNA273	Gene1214	0.46435
sRNA180	Gene406	0.50741
sRNA9	Gene577	0.57317
sRNA114	Gene1239	0.55274
sRNA264	Gene1248	0.46898
sRNA158	Gene1348	0.51412
sRNA323	Gene2174	0.50264
sRNA110	Gene2504	0.53503
sRNA25	Gene603	0.53223
sRNA148	Gene420	0.59564
sRNA241	Gene655	0.57204
sRNA241	Gene2770	0.54835
sRNA216	Gene1740	0.48234
sRNA255	Gene2858	0.46043
sRNA82	Gene215	0.5087
sRNA181	Gene2237	0.55578
sRNA45	Gene1212	0.52919
sRNA25	Gene422	0.5848
sRNA203	Gene1342	0.52801
sRNA45	Gene468	0.56047
sRNA120	Gene2001	0.5438
sRNA191	Gene1817	0.51217
sRNA188	Gene1776	0.51688
sRNA21	Gene2158	0.54699
sRNA196	Gene1304	0.45573
sRNA222	Gene1466	0.44659
sRNA273	Gene778	0.50844
sRNA122	Gene2413	0.50927
sRNA9	Gene1001	0.53281
sRNA118	Gene2726	0.46313
sRNA61	Gene1457	0.5321
sRNA55	Gene2833	0.54887
sRNA258	Gene1863	0.47073
sRNA38	Gene2802	0.53595
sRNA150	Gene901	0.52264
sRNA84	Gene46	0.54071
sRNA232	Gene2428	0.48886
sRNA206	Gene1233	0.50495
sRNA55	Gene2679	0.54517
sRNA6	Gene734	0.54066
sRNA96	Gene1212	0.48511
sRNA231	Gene2865	0.50806
sRNA100	Gene506	0.59191
sRNA24	Gene1066	0.44829
sRNA129	Gene2630	0.56674
sRNA30	Gene1875	0.56596
sRNA203	Gene720	0.52343
sRNA57	Gene2294	0.50643
sRNA156	Gene1898	0.55647
sRNA262	Gene214	0.55669
sRNA258	Gene862	0.48179
sRNA39	Gene616	0.54856
sRNA25	Gene47	0.519
sRNA50	Gene1898	0.54812
sRNA24	Gene81	0.47148
sRNA134	Gene2204	0.56227
sRNA2	Gene655	0.53093
sRNA205	Gene1171	0.51199
sRNA287	Gene50	0.51831
sRNA65	Gene2134	0.51323
sRNA9	Gene2594	0.48816
sRNA225	Gene1637	0.4982
sRNA100	Gene128	0.56869
sRNA254	Gene2692	0.47018
sRNA22	Gene1369	0.49722
sRNA145	Gene2356	0.53164
sRNA219	Gene957	0.47842
sRNA42	Gene1864	0.54997
sRNA111	Gene1399	0.56585
sRNA236	Gene2467	0.57244
sRNA192	Gene2466	0.47566
sRNA168	Gene1553	0.45385
sRNA217	Gene1434	0.49837
sRNA9	Gene1715	0.4678
sRNA222	Gene485	0.5357
sRNA249	Gene2574	0.47936
sRNA306	Gene1750	0.53943
sRNA287	Gene2058	0.51314
sRNA219	Gene988	0.52006
sRNA66	Gene921	0.47185
sRNA24	Gene867	0.48178
sRNA144	Gene1879	0.5072
sRNA122	Gene2831	0.52651
sRNA208	Gene2088	0.45732
sRNA216	Gene1377	0.47618
sRNA117	Gene2772	0.52385
sRNA91	Gene2460	0.49842
sRNA3	Gene268	0.45863
sRNA45	Gene54	0.50237
sRNA75	Gene1141	0.5347
sRNA96	Gene1044	0.49329
sRNA8	Gene1146	0.51163
sRNA258	Gene1001	0.51327
sRNA88	Gene2238	0.50547
sRNA170	Gene1231	0.48192
sRNA105	Gene2616	0.47027
sRNA5	Gene928	0.46605
sRNA9	Gene119	0.57312
sRNA21	Gene2454	0.5068
sRNA55	Gene2667	0.51259
sRNA134	Gene1299	0.47952
sRNA192	Gene1633	0.48047
sRNA48	Gene2200	0.52791
sRNA96	Gene770	0.50624
sRNA87	Gene614	0.60438
sRNA241	Gene558	0.53902
sRNA257	Gene628	0.50067
sRNA29	Gene276	0.47693
sRNA162	Gene1963	0.52914
sRNA224	Gene1934	0.56415
sRNA219	Gene1398	0.48967
sRNA12	Gene2836	0.52809
sRNA29	Gene2364	0.53643
sRNA66	Gene2796	0.52048
sRNA234	Gene2812	0.58546
sRNA18	Gene2280	0.55375
sRNA304	Gene1645	0.47379
sRNA257	Gene195	0.54153
sRNA195	Gene2498	0.46448
sRNA91	Gene178	0.49617
sRNA229	Gene2795	0.52785
sRNA22	Gene2574	0.52753
sRNA165	Gene1746	0.52168
sRNA179	Gene2739	0.49883
sRNA171	Gene1219	0.53435
sRNA3	Gene1085	0.45364
sRNA183	Gene282	0.46729
sRNA198	Gene881	0.45566
sRNA41	Gene2016	0.54315
sRNA217	Gene228	0.47671
sRNA61	Gene650	0.56315
sRNA168	Gene1943	0.48745
sRNA118	Gene2294	0.51296
sRNA159	Gene925	0.48848
sRNA174	Gene2175	0.47009
sRNA171	Gene1856	0.50758
sRNA44	Gene2675	0.47168
sRNA85	Gene1722	0.515
sRNA170	Gene1671	0.53831
sRNA73	Gene742	0.52242
sRNA135	Gene684	0.56203
sRNA258	Gene2599	0.51141
sRNA244	Gene1878	0.50535
sRNA91	Gene1253	0.50687
sRNA89	Gene2656	0.49861
sRNA159	Gene803	0.52911
sRNA206	Gene1639	0.50532
sRNA222	Gene515	0.52619
sRNA218	Gene1326	0.52575
sRNA248	Gene663	0.4686
sRNA8	Gene2501	0.49922
sRNA244	Gene668	0.50776
sRNA181	Gene628	0.53108
sRNA138	Gene2646	0.48883
sRNA246	Gene484	0.52552
sRNA156	Gene2232	0.46905
sRNA215	Gene1680	0.49025
sRNA9	Gene781	0.5814
sRNA116	Gene936	0.57308
sRNA134	Gene2033	0.55144
sRNA53	Gene538	0.5503
sRNA55	Gene813	0.61162
sRNA216	Gene40	0.53914
sRNA180	Gene2826	0.51919
sRNA30	Gene1308	0.51595
sRNA80	Gene420	0.47541
sRNA225	Gene1485	0.53671
sRNA9	Gene1746	0.53856
sRNA270	Gene731	0.48985
sRNA20	Gene2074	0.50206
sRNA92	Gene1977	0.50823
sRNA24	Gene1067	0.49461
sRNA122	Gene2267	0.54029
sRNA151	Gene1811	0.51766
sRNA186	Gene2007	0.54668
sRNA228	Gene2622	0.50938
sRNA105	Gene2438	0.52774
sRNA211	Gene879	0.47321
sRNA86	Gene1708	0.56361
sRNA20	Gene1027	0.52656
sRNA156	Gene498	0.54979
sRNA194	Gene2307	0.50157
sRNA78	Gene1338	0.55011
sRNA252	Gene1584	0.46879
sRNA9	Gene682	0.49964
sRNA154	Gene1585	0.57833
sRNA209	Gene1739	0.52637
sRNA22	Gene1679	0.45867
sRNA232	Gene2669	0.46181
sRNA169	Gene2124	0.47968
sRNA223	Gene1430	0.55611
sRNA9	Gene2258	0.49486
sRNA22	Gene779	0.54525
sRNA13	Gene64	0.57071
sRNA201	Gene131	0.4902
sRNA65	Gene647	0.58879
sRNA147	Gene576	0.57225
sRNA48	Gene1703	0.53989
sRNA139	Gene2125	0.4587
sRNA46	Gene1071	0.56018
sRNA73	Gene1830	0.47506
sRNA171	Gene1406	0.52446
sRNA9	Gene453	0.45168
sRNA75	Gene285	0.49398
sRNA5	Gene1783	0.51084
sRNA79	Gene580	0.48853
sRNA132	Gene242	0.48357
sRNA143	Gene2786	0.55054
sRNA25	Gene515	0.58005
sRNA102	Gene941	0.47621
sRNA139	Gene413	0.46312
sRNA133	Gene1145	0.51682
sRNA122	Gene452	0.50399
sRNA53	Gene539	0.58409
sRNA248	Gene150	0.50618
sRNA236	Gene2042	0.52391
sRNA211	Gene536	0.4819
sRNA15	Gene1815	0.51248
sRNA165	Gene1743	0.48956
sRNA96	Gene1651	0.48601
sRNA225	Gene68	0.55864
sRNA244	Gene751	0.59018
sRNA149	Gene1234	0.46677
sRNA89	Gene2131	0.51356
sRNA252	Gene814	0.48386
sRNA220	Gene2593	0.55558
sRNA188	Gene2549	0.49969
sRNA49	Gene966	0.54969
sRNA192	Gene2321	0.50079
sRNA224	Gene1859	0.54378
sRNA231	Gene2367	0.51821
sRNA26	Gene340	0.46736
sRNA84	Gene2476	0.55002
sRNA74	Gene925	0.48507
sRNA136	Gene882	0.52398
sRNA273	Gene712	0.46521
sRNA82	Gene1448	0.49719
sRNA6	Gene437	0.59581
sRNA88	Gene1938	0.52966
sRNA78	Gene1990	0.56903
sRNA121	Gene979	0.4547
sRNA323	Gene129	0.50401
sRNA180	Gene2238	0.55565
sRNA238	Gene2172	0.52315
sRNA179	Gene1042	0.4787
sRNA235	Gene1934	0.57353
sRNA137	Gene821	0.45855
sRNA50	Gene522	0.44968
sRNA149	Gene461	0.45385
sRNA159	Gene463	0.53736
sRNA22	Gene1590	0.46337
sRNA175	Gene1125	0.52334
sRNA49	Gene2676	0.52412
sRNA60	Gene2053	0.52465
sRNA100	Gene970	0.57144
sRNA116	Gene2587	0.55136
sRNA144	Gene2308	0.53333
sRNA276	Gene748	0.52235
sRNA3	Gene480	0.54368
sRNA45	Gene1848	0.49101
sRNA163	Gene808	0.57651
sRNA147	Gene1711	0.562
sRNA170	Gene884	0.53564
sRNA236	Gene1804	0.58171
sRNA211	Gene1521	0.51331
sRNA167	Gene2865	0.50915
sRNA78	Gene2247	0.55325
sRNA181	Gene2191	0.56139
sRNA122	Gene1663	0.54923
sRNA14	Gene1768	0.57316
sRNA134	Gene911	0.52494
sRNA54	Gene392	0.45505
sRNA50	Gene2271	0.5387
sRNA9	Gene1920	0.47931
sRNA55	Gene38	0.54686
sRNA21	Gene1690	0.55392
sRNA131	Gene762	0.50413
sRNA231	Gene1853	0.4909
sRNA82	Gene2570	0.51243
sRNA155	Gene1558	0.52768
sRNA40	Gene2748	0.52414
sRNA208	Gene293	0.5173
sRNA148	Gene2715	0.51685
sRNA122	Gene2540	0.55395
sRNA23	Gene1289	0.49911
sRNA122	Gene2709	0.53238
sRNA82	Gene1455	0.53201
sRNA208	Gene1145	0.47362
sRNA21	Gene1282	0.5053
sRNA159	Gene1796	0.53017
sRNA76	Gene2164	0.56504
sRNA61	Gene2171	0.56456
sRNA281	Gene167	0.50365
sRNA18	Gene728	0.51702
sRNA50	Gene1475	0.53653
sRNA258	Gene362	0.4996
sRNA3	Gene1677	0.53575
sRNA22	Gene225	0.49049
sRNA134	Gene903	0.58506
sRNA50	Gene2582	0.53455
sRNA103	Gene1189	0.53723
sRNA9	Gene843	0.49609
sRNA156	Gene2578	0.46067
sRNA50	Gene508	0.5109
sRNA85	Gene1470	0.53194
sRNA291	Gene76	0.49574
sRNA6	Gene2158	0.52648
sRNA116	Gene1676	0.52486
sRNA9	Gene85	0.58613
sRNA12	Gene286	0.53728
sRNA235	Gene869	0.56263
sRNA203	Gene1276	0.49272
sRNA47	Gene413	0.46053
sRNA171	Gene520	0.53676
sRNA174	Gene2259	0.50356
sRNA39	Gene2235	0.56493
sRNA156	Gene1269	0.49181
sRNA209	Gene317	0.53506
sRNA103	Gene668	0.50648
sRNA84	Gene2559	0.5019
sRNA124	Gene1273	0.53295
sRNA179	Gene888	0.51235
sRNA84	Gene658	0.53874
sRNA180	Gene2020	0.53624
sRNA23	Gene142	0.49904
sRNA120	Gene283	0.51407
sRNA35	Gene168	0.53008
sRNA225	Gene2297	0.50602
sRNA291	Gene2698	0.48648
sRNA216	Gene2804	0.5596
sRNA278	Gene1734	0.44865
sRNA112	Gene2835	0.54473
sRNA135	Gene2284	0.51448
sRNA23	Gene237	0.51337
sRNA44	Gene660	0.52696
sRNA167	Gene1769	0.53307
sRNA84	Gene1990	0.51426
sRNA187	Gene2132	0.56501
sRNA41	Gene1006	0.55842
sRNA156	Gene1748	0.50858
sRNA230	Gene212	0.47879
sRNA3	Gene2471	0.49824
sRNA241	Gene2485	0.56312
sRNA189	Gene1760	0.47428
sRNA162	Gene2400	0.56634
sRNA66	Gene1206	0.48343
sRNA20	Gene518	0.58153
sRNA6	Gene2697	0.44808
sRNA107	Gene2361	0.52941
sRNA193	Gene2643	0.47479
sRNA239	Gene2736	0.52947
sRNA41	Gene2543	0.55349
sRNA180	Gene1819	0.57304
sRNA25	Gene607	0.50486
sRNA194	Gene607	0.53103
sRNA22	Gene1311	0.48271
sRNA220	Gene1956	0.59526
sRNA9	Gene2457	0.48912
sRNA180	Gene1086	0.51141
sRNA121	Gene1038	0.46868
sRNA204	Gene1494	0.49869
sRNA118	Gene2123	0.50416
sRNA52	Gene1064	0.56398
sRNA175	Gene1662	0.49635
sRNA276	Gene2388	0.52038
sRNA9	Gene2698	0.50663
sRNA74	Gene1544	0.52133
sRNA126	Gene2523	0.49945
sRNA208	Gene490	0.50543
sRNA168	Gene865	0.49754
sRNA89	Gene357	0.547
sRNA228	Gene279	0.47864
sRNA209	Gene539	0.55193
sRNA117	Gene2325	0.54691
sRNA41	Gene2616	0.51977
sRNA208	Gene992	0.47273
sRNA217	Gene923	0.47359
sRNA267	Gene160	0.4712
sRNA257	Gene2564	0.46346
sRNA181	Gene2339	0.53773
sRNA218	Gene2040	0.574
sRNA137	Gene2255	0.45394
sRNA81	Gene2434	0.51515
sRNA155	Gene1498	0.47443
sRNA80	Gene1276	0.49168
sRNA189	Gene1923	0.50381
sRNA50	Gene2828	0.48929
sRNA1	Gene2636	0.53262
sRNA134	Gene1429	0.55808
sRNA248	Gene601	0.46597
sRNA173	Gene1176	0.49277
sRNA257	Gene55	0.53931
sRNA171	Gene2229	0.51115
sRNA212	Gene1340	0.56034
sRNA156	Gene871	0.6062
sRNA72	Gene2246	0.50807
sRNA3	Gene475	0.54245
sRNA136	Gene1260	0.5428
sRNA80	Gene502	0.54819
sRNA258	Gene567	0.47558
sRNA105	Gene871	0.48888
sRNA132	Gene422	0.50299
sRNA35	Gene346	0.54116
sRNA88	Gene1746	0.52301
sRNA259	Gene776	0.45505
sRNA230	Gene651	0.51236
sRNA137	Gene1578	0.45183
sRNA35	Gene888	0.52407
sRNA122	Gene217	0.47918
sRNA201	Gene2073	0.50331
sRNA76	Gene2247	0.56238
sRNA5	Gene1437	0.48904
sRNA239	Gene304	0.52086
sRNA258	Gene2167	0.53923
sRNA181	Gene2015	0.56377
sRNA218	Gene2256	0.49128
sRNA192	Gene2287	0.52222
sRNA212	Gene2639	0.49581
sRNA50	Gene2811	0.48936
sRNA167	Gene2072	0.51744
sRNA159	Gene2678	0.54994
sRNA286	Gene1887	0.45245
sRNA116	Gene1229	0.57888
sRNA52	Gene814	0.57539
sRNA261	Gene889	0.50498
sRNA116	Gene1099	0.57318
sRNA40	Gene1173	0.57783
sRNA179	Gene2863	0.49756
sRNA66	Gene651	0.49749
sRNA132	Gene1766	0.49006
sRNA241	Gene2473	0.53301
sRNA244	Gene2268	0.548
sRNA88	Gene2224	0.54488
sRNA268	Gene2545	0.44725
sRNA131	Gene1516	0.56478
sRNA128	Gene2187	0.53001
sRNA185	Gene815	0.50938
sRNA269	Gene2713	0.47918
sRNA14	Gene9	0.53273
sRNA264	Gene2312	0.49059
sRNA80	Gene2364	0.52572
sRNA203	Gene571	0.53486
sRNA9	Gene1659	0.46977
sRNA254	Gene1988	0.46509
sRNA194	Gene1055	0.55874
sRNA216	Gene2799	0.49768
sRNA55	Gene1632	0.51789
sRNA33	Gene2846	0.5373
sRNA186	Gene1924	0.55621
sRNA232	Gene2752	0.48097
sRNA52	Gene996	0.59562
sRNA212	Gene648	0.48713
sRNA273	Gene537	0.47695
sRNA9	Gene2524	0.46226
sRNA241	Gene2069	0.52363
sRNA268	Gene311	0.48824
sRNA162	Gene1640	0.46648
sRNA50	Gene2134	0.46583
sRNA136	Gene2069	0.51835
sRNA3	Gene2070	0.46514
sRNA121	Gene204	0.46022
sRNA55	Gene2838	0.50447
sRNA224	Gene932	0.55028
sRNA61	Gene890	0.53032
sRNA189	Gene2706	0.47656
sRNA84	Gene1781	0.52568
sRNA132	Gene1760	0.46602
sRNA18	Gene652	0.55639
sRNA268	Gene1266	0.44618
sRNA167	Gene564	0.54214
sRNA50	Gene2796	0.48664
sRNA264	Gene2805	0.46235
sRNA136	Gene2771	0.53584
sRNA209	Gene2176	0.53132
sRNA82	Gene2270	0.5349
sRNA16	Gene272	0.55582
sRNA276	Gene761	0.54227
sRNA73	Gene1802	0.48798
sRNA106	Gene2570	0.51485
sRNA248	Gene795	0.45106
sRNA22	Gene831	0.52752
sRNA55	Gene1742	0.56735
sRNA40	Gene1213	0.50029
sRNA156	Gene1749	0.55585
sRNA178	Gene491	0.54091
sRNA209	Gene858	0.51811
sRNA187	Gene2697	0.49399
sRNA79	Gene2852	0.52547
sRNA260	Gene2734	0.51279
sRNA145	Gene1197	0.47096
sRNA78	Gene2742	0.52698
sRNA188	Gene2187	0.52961
sRNA15	Gene248	0.54105
sRNA100	Gene1479	0.51185
sRNA206	Gene1938	0.50875
sRNA269	Gene53	0.49909
sRNA136	Gene1322	0.52014
sRNA149	Gene2154	0.50239
sRNA23	Gene327	0.49301
sRNA229	Gene1231	0.50278
sRNA80	Gene584	0.52038
sRNA241	Gene759	0.50706
sRNA14	Gene10	0.49915
sRNA64	Gene2811	0.55311
sRNA144	Gene687	0.55404
sRNA192	Gene58	0.48424
sRNA66	Gene2526	0.44836
sRNA21	Gene1030	0.54795
sRNA89	Gene1212	0.51557
sRNA3	Gene577	0.513
sRNA158	Gene1438	0.51812
sRNA171	Gene310	0.48931
sRNA192	Gene1743	0.50712
sRNA138	Gene321	0.51752
sRNA27	Gene141	0.46091
sRNA80	Gene466	0.48877
sRNA15	Gene2256	0.55272
sRNA246	Gene286	0.49771
sRNA9	Gene1475	0.49136
sRNA90	Gene896	0.5452
sRNA57	Gene2516	0.48786
sRNA206	Gene372	0.51975
sRNA168	Gene2048	0.52967
sRNA258	Gene1677	0.4855
sRNA238	Gene17	0.49847
sRNA47	Gene2135	0.47358
sRNA9	Gene1794	0.45734
sRNA89	Gene1667	0.50903
sRNA132	Gene367	0.51273
sRNA189	Gene582	0.48306
sRNA173	Gene2633	0.47573
sRNA142	Gene2202	0.56445
sRNA38	Gene2008	0.59218
sRNA35	Gene1061	0.57524
sRNA242	Gene413	0.49197
sRNA156	Gene248	0.58414
sRNA114	Gene1004	0.53342
sRNA24	Gene473	0.49037
sRNA161	Gene908	0.49663
sRNA200	Gene808	0.46208
sRNA49	Gene1490	0.56078
sRNA15	Gene1055	0.48822
sRNA236	Gene1469	0.57012
sRNA17	Gene772	0.52001
sRNA92	Gene1996	0.51371
sRNA223	Gene1640	0.4846
sRNA111	Gene1124	0.55514
sRNA69	Gene1160	0.479
sRNA35	Gene840	0.50115
sRNA192	Gene545	0.49255
sRNA134	Gene2704	0.56544
sRNA14	Gene2568	0.51667
sRNA158	Gene985	0.48922
sRNA122	Gene2012	0.55055
sRNA202	Gene2608	0.52872
sRNA168	Gene2674	0.50091
sRNA94	Gene328	0.45825
sRNA136	Gene1966	0.53562
sRNA181	Gene2155	0.5563
sRNA9	Gene2801	0.50675
sRNA148	Gene463	0.58147
sRNA270	Gene571	0.44577
sRNA273	Gene376	0.49148
sRNA52	Gene2308	0.56664
sRNA193	Gene2258	0.48868
sRNA200	Gene1800	0.47293
sRNA120	Gene1857	0.54482
sRNA203	Gene2637	0.52031
sRNA237	Gene2718	0.51359
sRNA66	Gene2305	0.49462
sRNA48	Gene1309	0.50054
sRNA144	Gene2459	0.53943
sRNA75	Gene2332	0.52005
sRNA155	Gene1221	0.49626
sRNA26	Gene1237	0.51914
sRNA285	Gene286	0.45253
sRNA119	Gene1548	0.53787
sRNA61	Gene1638	0.52919
sRNA151	Gene1282	0.54722
sRNA21	Gene2272	0.45089
sRNA173	Gene1131	0.47073
sRNA168	Gene58	0.46439
sRNA125	Gene2683	0.58009
sRNA136	Gene506	0.48935
sRNA105	Gene1582	0.50429
sRNA1	Gene1097	0.48687
sRNA62	Gene154	0.47941
sRNA192	Gene2182	0.48701
sRNA215	Gene1248	0.49044
sRNA22	Gene887	0.47977
sRNA9	Gene218	0.53029
sRNA256	Gene313	0.51184
sRNA105	Gene668	0.53578
sRNA230	Gene714	0.49699
sRNA35	Gene2425	0.5431
sRNA132	Gene806	0.47644
sRNA45	Gene870	0.55208
sRNA138	Gene251	0.49952
sRNA9	Gene1828	0.5182
sRNA8	Gene34	0.54844
sRNA181	Gene809	0.53946
sRNA119	Gene271	0.46443
sRNA173	Gene1568	0.4832
sRNA17	Gene884	0.525
sRNA194	Gene375	0.53554
sRNA215	Gene1200	0.50996
sRNA188	Gene2150	0.49496
sRNA263	Gene574	0.52034
sRNA193	Gene879	0.5151
sRNA27	Gene2112	0.52651
sRNA145	Gene2008	0.55951
sRNA244	Gene49	0.59438
sRNA127	Gene1278	0.55355
sRNA86	Gene1687	0.48116
sRNA50	Gene2251	0.4957
sRNA123	Gene1464	0.45717
sRNA151	Gene2400	0.51915
sRNA21	Gene325	0.54413
sRNA75	Gene784	0.51452
sRNA39	Gene2820	0.58264
sRNA241	Gene2146	0.54253
sRNA263	Gene2509	0.49449
sRNA114	Gene1003	0.52569
sRNA3	Gene1436	0.49792
sRNA276	Gene492	0.49726
sRNA75	Gene2353	0.55936
sRNA162	Gene2726	0.4987
sRNA3	Gene2096	0.47487
sRNA228	Gene1645	0.51847
sRNA215	Gene2204	0.50144
sRNA159	Gene1536	0.52885
sRNA219	Gene1302	0.47411
sRNA64	Gene1598	0.575
sRNA35	Gene1881	0.53889
sRNA53	Gene1199	0.50655
sRNA57	Gene1357	0.49137
sRNA191	Gene544	0.45826
sRNA116	Gene2483	0.50126
sRNA273	Gene802	0.4841
sRNA66	Gene1022	0.468
sRNA219	Gene1833	0.46666
sRNA167	Gene1461	0.49326
sRNA9	Gene2847	0.54062
sRNA61	Gene1474	0.50483
sRNA136	Gene1429	0.55551
sRNA226	Gene607	0.46495
sRNA63	Gene1356	0.52644
sRNA66	Gene729	0.48857
sRNA80	Gene2843	0.4562
sRNA116	Gene1092	0.53579
sRNA188	Gene1801	0.52494
sRNA9	Gene1541	0.47401
sRNA120	Gene1364	0.52766
sRNA120	Gene240	0.52698
sRNA77	Gene1171	0.6141
sRNA273	Gene1556	0.48927
sRNA134	Gene1691	0.57612
sRNA61	Gene818	0.49838
sRNA173	Gene1306	0.45761
sRNA241	Gene2787	0.54237
sRNA159	Gene2510	0.53808
sRNA212	Gene1536	0.53269
sRNA233	Gene1190	0.5484
sRNA55	Gene2231	0.55188
sRNA203	Gene2524	0.50609
sRNA41	Gene515	0.51028
sRNA276	Gene322	0.50503
sRNA203	Gene2253	0.50741
sRNA171	Gene2662	0.51688
sRNA134	Gene1673	0.53863
sRNA232	Gene2858	0.49684
sRNA44	Gene2273	0.45495
sRNA120	Gene391	0.53347
sRNA43	Gene2640	0.53841
sRNA54	Gene2179	0.46332
sRNA168	Gene977	0.52138
sRNA186	Gene1041	0.49514
sRNA23	Gene443	0.4928
sRNA241	Gene672	0.58479
sRNA122	Gene719	0.54569
sRNA53	Gene1067	0.51311
sRNA135	Gene2863	0.501
sRNA96	Gene2267	0.50462
sRNA85	Gene2347	0.50318
sRNA9	Gene252	0.55334
sRNA218	Gene536	0.57397
sRNA158	Gene1344	0.56429
sRNA29	Gene2492	0.57046
sRNA263	Gene137	0.51527
sRNA239	Gene496	0.51432
sRNA212	Gene1871	0.5012
sRNA247	Gene1108	0.47791
sRNA134	Gene2259	0.53554
sRNA199	Gene1363	0.58463
sRNA117	Gene2089	0.55067
sRNA109	Gene1658	0.53298
sRNA132	Gene719	0.51129
sRNA105	Gene1496	0.48183
sRNA41	Gene1573	0.5656
sRNA173	Gene1320	0.48434
sRNA144	Gene931	0.5044
sRNA22	Gene61	0.47048
sRNA249	Gene960	0.47236
sRNA9	Gene2044	0.45033
sRNA216	Gene2281	0.48168
sRNA53	Gene2828	0.49373
sRNA10	Gene330	0.56759
sRNA9	Gene1878	0.46039
sRNA167	Gene25	0.4539
sRNA9	Gene1990	0.47689
sRNA300	Gene2302	0.49193
sRNA262	Gene2393	0.54312
sRNA288	Gene1431	0.5021
sRNA121	Gene609	0.44694
sRNA122	Gene1467	0.58084
sRNA213	Gene2642	0.51286
sRNA237	Gene2355	0.51908
sRNA25	Gene508	0.54811
sRNA81	Gene1911	0.55879
sRNA134	Gene1190	0.52071
sRNA88	Gene1688	0.54551
sRNA162	Gene1183	0.56865
sRNA159	Gene1470	0.52864
sRNA39	Gene383	0.58849
sRNA88	Gene648	0.46147
sRNA254	Gene2859	0.4574
sRNA122	Gene1349	0.58605
sRNA8	Gene260	0.50245
sRNA7	Gene56	0.58912
sRNA4	Gene1142	0.50126
sRNA148	Gene1045	0.55274
sRNA21	Gene2295	0.515
sRNA98	Gene2306	0.53031
sRNA204	Gene1924	0.51115
sRNA35	Gene2301	0.55073
sRNA187	Gene1855	0.55634
sRNA192	Gene2649	0.51745
sRNA247	Gene1632	0.48667
sRNA84	Gene1845	0.47998
sRNA60	Gene524	0.55021
sRNA114	Gene1031	0.54504
sRNA195	Gene345	0.50012
sRNA21	Gene1385	0.55232
